"PV.power_kW","GMT.Date","Date"
261.85,2018-04-20 21:07:38,2018-04-20 14:07:38
262.41,2018-04-20 21:07:41,2018-04-20 14:07:41
268.18,2018-04-20 21:07:44,2018-04-20 14:07:44
269.75,2018-04-20 21:07:50,2018-04-20 14:07:50
274.27,2018-04-20 21:07:51,2018-04-20 14:07:51
275.46,2018-04-20 21:07:54,2018-04-20 14:07:54
279.31,2018-04-20 21:07:56,2018-04-20 14:07:56
280.62,2018-04-20 21:08:01,2018-04-20 14:08:01
286.47,2018-04-20 21:08:03,2018-04-20 14:08:03
285.98,2018-04-20 21:08:05,2018-04-20 14:08:05
289.64,2018-04-20 21:08:06,2018-04-20 14:08:06
290.1,2018-04-20 21:08:10,2018-04-20 14:08:10
293.23,2018-04-20 21:08:11,2018-04-20 14:08:11
296.3,2018-04-20 21:08:17,2018-04-20 14:08:17
299.87,2018-04-20 21:08:19,2018-04-20 14:08:19
301.35,2018-04-20 21:08:23,2018-04-20 14:08:23
304.94,2018-04-20 21:08:27,2018-04-20 14:08:27
308.36,2018-04-20 21:08:28,2018-04-20 14:08:28
310.5,2018-04-20 21:08:34,2018-04-20 14:08:34
315.25,2018-04-20 21:08:36,2018-04-20 14:08:36
318.74,2018-04-20 21:08:44,2018-04-20 14:08:44
324.83,2018-04-20 21:08:47,2018-04-20 14:08:47
325.46,2018-04-20 21:08:50,2018-04-20 14:08:50
329.34,2018-04-20 21:08:52,2018-04-20 14:08:52
330.17,2018-04-20 21:08:57,2018-04-20 14:08:57
335.54,2018-04-20 21:08:59,2018-04-20 14:08:59
334.66,2018-04-20 21:09:00,2018-04-20 14:09:00
340.02,2018-04-20 21:09:04,2018-04-20 14:09:04
342.46,2018-04-20 21:09:09,2018-04-20 14:09:09
348.05,2018-04-20 21:09:11,2018-04-20 14:09:11
348.72,2018-04-20 21:09:16,2018-04-20 14:09:16
352.03,2018-04-20 21:09:17,2018-04-20 14:09:17
358.85,2018-04-20 21:09:26,2018-04-20 14:09:26
358.46,2018-04-20 21:09:27,2018-04-20 14:09:27
363.94,2018-04-20 21:09:28,2018-04-20 14:09:28
369.78,2018-04-20 21:09:38,2018-04-20 14:09:38
373.77,2018-04-20 21:09:40,2018-04-20 14:09:40
375.44,2018-04-20 21:09:46,2018-04-20 14:09:46
377.69,2018-04-20 21:09:47,2018-04-20 14:09:47
372.86,2018-04-20 21:09:52,2018-04-20 14:09:52
369.14,2018-04-20 21:09:53,2018-04-20 14:09:53
369.14,2018-04-20 21:09:55,2018-04-20 14:09:55
365.09,2018-04-20 21:09:56,2018-04-20 14:09:56
368.05,2018-04-20 21:09:58,2018-04-20 14:09:58
364.16,2018-04-20 21:09:59,2018-04-20 14:09:59
366.07,2018-04-20 21:10:00,2018-04-20 14:10:00
363.39,2018-04-20 21:10:06,2018-04-20 14:10:06
369.13,2018-04-20 21:10:07,2018-04-20 14:10:07
373.57,2018-04-20 21:10:10,2018-04-20 14:10:10
375.25,2018-04-20 21:10:15,2018-04-20 14:10:15
379.39,2018-04-20 21:10:18,2018-04-20 14:10:18
378.53,2018-04-20 21:10:19,2018-04-20 14:10:19
382.72,2018-04-20 21:10:21,2018-04-20 14:10:21
385.86,2018-04-20 21:10:29,2018-04-20 14:10:29
389.81,2018-04-20 21:10:31,2018-04-20 14:10:31
391.33,2018-04-20 21:10:38,2018-04-20 14:10:38
384.41,2018-04-20 21:10:42,2018-04-20 14:10:42
385.25,2018-04-20 21:10:43,2018-04-20 14:10:43
372.04,2018-04-20 21:10:44,2018-04-20 14:10:44
372.04,2018-04-20 21:10:45,2018-04-20 14:10:45
365.62,2018-04-20 21:10:47,2018-04-20 14:10:47
363.16,2018-04-20 21:10:50,2018-04-20 14:10:50
353.91,2018-04-20 21:10:51,2018-04-20 14:10:51
352.96,2018-04-20 21:10:58,2018-04-20 14:10:58
347.94,2018-04-20 21:10:59,2018-04-20 14:10:59
347.94,2018-04-20 21:11:00,2018-04-20 14:11:00
341.98,2018-04-20 21:11:01,2018-04-20 14:11:01
341.98,2018-04-20 21:11:02,2018-04-20 14:11:02
334.83,2018-04-20 21:11:03,2018-04-20 14:11:03
334.83,2018-04-20 21:11:04,2018-04-20 14:11:04
326.37,2018-04-20 21:11:06,2018-04-20 14:11:06
313.77,2018-04-20 21:11:07,2018-04-20 14:11:07
302.93,2018-04-20 21:11:09,2018-04-20 14:11:09
302.94,2018-04-20 21:11:11,2018-04-20 14:11:11
286.88,2018-04-20 21:11:12,2018-04-20 14:11:12
286.88,2018-04-20 21:11:14,2018-04-20 14:11:14
278.44,2018-04-20 21:11:15,2018-04-20 14:11:15
261.12,2018-04-20 21:11:20,2018-04-20 14:11:20
261.12,2018-04-20 21:11:21,2018-04-20 14:11:21
255.7,2018-04-20 21:11:22,2018-04-20 14:11:22
255.7,2018-04-20 21:11:23,2018-04-20 14:11:23
249.03,2018-04-20 21:11:25,2018-04-20 14:11:25
249.64,2018-04-20 21:11:26,2018-04-20 14:11:26
244.46,2018-04-20 21:11:28,2018-04-20 14:11:28
243.6,2018-04-20 21:11:35,2018-04-20 14:11:35
248.92,2018-04-20 21:11:36,2018-04-20 14:11:36
250.06,2018-04-20 21:11:39,2018-04-20 14:11:39
254.29,2018-04-20 21:11:42,2018-04-20 14:11:42
253.3,2018-04-20 21:11:43,2018-04-20 14:11:43
257.88,2018-04-20 21:11:47,2018-04-20 14:11:47
259.19,2018-04-20 21:11:55,2018-04-20 14:11:55
262.62,2018-04-20 21:11:56,2018-04-20 14:11:56
262.84,2018-04-20 21:12:00,2018-04-20 14:12:00
266.74,2018-04-20 21:12:02,2018-04-20 14:12:02
267.56,2018-04-20 21:12:06,2018-04-20 14:12:06
272.17,2018-04-20 21:12:07,2018-04-20 14:12:07
273.8,2018-04-20 21:12:13,2018-04-20 14:12:13
278.2,2018-04-20 21:12:14,2018-04-20 14:12:14
278.98,2018-04-20 21:12:17,2018-04-20 14:12:17
282.76,2018-04-20 21:12:18,2018-04-20 14:12:18
285.23,2018-04-20 21:12:23,2018-04-20 14:12:23
290.52,2018-04-20 21:12:26,2018-04-20 14:12:26
289.86,2018-04-20 21:12:29,2018-04-20 14:12:29
296.67,2018-04-20 21:12:31,2018-04-20 14:12:31
297.28,2018-04-20 21:12:36,2018-04-20 14:12:36
302.87,2018-04-20 21:12:39,2018-04-20 14:12:39
302.22,2018-04-20 21:12:40,2018-04-20 14:12:40
307.35,2018-04-20 21:12:41,2018-04-20 14:12:41
308.63,2018-04-20 21:12:46,2018-04-20 14:12:46
312.6,2018-04-20 21:12:47,2018-04-20 14:12:47
315.63,2018-04-20 21:12:53,2018-04-20 14:12:53
319.56,2018-04-20 21:12:55,2018-04-20 14:12:55
318.9,2018-04-20 21:12:57,2018-04-20 14:12:57
322.73,2018-04-20 21:12:58,2018-04-20 14:12:58
328.25,2018-04-20 21:13:10,2018-04-20 14:13:10
330.77,2018-04-20 21:13:24,2018-04-20 14:13:24
334,2018-04-20 21:13:30,2018-04-20 14:13:30
339.69,2018-04-20 21:13:33,2018-04-20 14:13:33
339.89,2018-04-20 21:13:38,2018-04-20 14:13:38
343.73,2018-04-20 21:13:39,2018-04-20 14:13:39
347.12,2018-04-20 21:13:43,2018-04-20 14:13:43
346.61,2018-04-20 21:13:44,2018-04-20 14:13:44
349.76,2018-04-20 21:13:45,2018-04-20 14:13:45
351.45,2018-04-20 21:13:49,2018-04-20 14:13:49
354.82,2018-04-20 21:13:51,2018-04-20 14:13:51
354.88,2018-04-20 21:13:54,2018-04-20 14:13:54
360.14,2018-04-20 21:13:56,2018-04-20 14:13:56
363.05,2018-04-20 21:14:02,2018-04-20 14:14:02
369.29,2018-04-20 21:14:07,2018-04-20 14:14:07
369.18,2018-04-20 21:14:10,2018-04-20 14:14:10
375.06,2018-04-20 21:14:12,2018-04-20 14:14:12
375.19,2018-04-20 21:14:15,2018-04-20 14:14:15
378.82,2018-04-20 21:14:17,2018-04-20 14:14:17
378.2,2018-04-20 21:14:19,2018-04-20 14:14:19
382.32,2018-04-20 21:14:21,2018-04-20 14:14:21
383.18,2018-04-20 21:14:23,2018-04-20 14:14:23
386.2,2018-04-20 21:14:25,2018-04-20 14:14:25
386.29,2018-04-20 21:14:28,2018-04-20 14:14:28
390.1,2018-04-20 21:14:29,2018-04-20 14:14:29
402.8,2018-04-20 21:14:45,2018-04-20 14:14:45
401.93,2018-04-20 21:14:46,2018-04-20 14:14:46
405.58,2018-04-20 21:14:47,2018-04-20 14:14:47
407.97,2018-04-20 21:14:53,2018-04-20 14:14:53
410.97,2018-04-20 21:14:55,2018-04-20 14:14:55
412.1,2018-04-20 21:14:59,2018-04-20 14:14:59
413,2018-04-20 21:15:00,2018-04-20 14:15:00
421.03,2018-04-20 21:15:15,2018-04-20 14:15:15
416.89,2018-04-20 21:15:22,2018-04-20 14:15:22
413.7,2018-04-20 21:15:23,2018-04-20 14:15:23
413.7,2018-04-20 21:15:24,2018-04-20 14:15:24
406.44,2018-04-20 21:15:26,2018-04-20 14:15:26
404.54,2018-04-20 21:15:28,2018-04-20 14:15:28
395.14,2018-04-20 21:15:30,2018-04-20 14:15:30
395.14,2018-04-20 21:15:31,2018-04-20 14:15:31
384.21,2018-04-20 21:15:33,2018-04-20 14:15:33
380.74,2018-04-20 21:15:35,2018-04-20 14:15:35
365.37,2018-04-20 21:15:37,2018-04-20 14:15:37
365.37,2018-04-20 21:15:38,2018-04-20 14:15:38
356.66,2018-04-20 21:15:39,2018-04-20 14:15:39
356.66,2018-04-20 21:15:40,2018-04-20 14:15:40
346.99,2018-04-20 21:15:41,2018-04-20 14:15:41
334.06,2018-04-20 21:15:42,2018-04-20 14:15:42
331.12,2018-04-20 21:15:45,2018-04-20 14:15:45
323.96,2018-04-20 21:15:47,2018-04-20 14:15:47
324.29,2018-04-20 21:15:51,2018-04-20 14:15:51
327.49,2018-04-20 21:15:52,2018-04-20 14:15:52
327.33,2018-04-20 21:15:54,2018-04-20 14:15:54
332.73,2018-04-20 21:15:56,2018-04-20 14:15:56
331.7,2018-04-20 21:15:59,2018-04-20 14:15:59
336.33,2018-04-20 21:16:02,2018-04-20 14:16:02
335.46,2018-04-20 21:16:04,2018-04-20 14:16:04
340.97,2018-04-20 21:16:05,2018-04-20 14:16:05
341.14,2018-04-20 21:16:10,2018-04-20 14:16:10
345.74,2018-04-20 21:16:11,2018-04-20 14:16:11
351.44,2018-04-20 21:16:19,2018-04-20 14:16:19
356.16,2018-04-20 21:16:23,2018-04-20 14:16:23
355.44,2018-04-20 21:16:28,2018-04-20 14:16:28
351.41,2018-04-20 21:16:31,2018-04-20 14:16:31
354.2,2018-04-20 21:16:33,2018-04-20 14:16:33
350.24,2018-04-20 21:16:39,2018-04-20 14:16:39
352.74,2018-04-20 21:16:41,2018-04-20 14:16:41
346.51,2018-04-20 21:16:43,2018-04-20 14:16:43
347.89,2018-04-20 21:16:45,2018-04-20 14:16:45
336.7,2018-04-20 21:16:48,2018-04-20 14:16:48
336.8,2018-04-20 21:16:49,2018-04-20 14:16:49
326.63,2018-04-20 21:16:51,2018-04-20 14:16:51
326.91,2018-04-20 21:16:52,2018-04-20 14:16:52
317.81,2018-04-20 21:16:53,2018-04-20 14:16:53
304.51,2018-04-20 21:16:56,2018-04-20 14:16:56
289.18,2018-04-20 21:16:58,2018-04-20 14:16:58
286.07,2018-04-20 21:17:00,2018-04-20 14:17:00
282.47,2018-04-20 21:17:01,2018-04-20 14:17:01
271.48,2018-04-20 21:17:02,2018-04-20 14:17:02
271.48,2018-04-20 21:17:03,2018-04-20 14:17:03
262.34,2018-04-20 21:17:04,2018-04-20 14:17:04
259,2018-04-20 21:17:13,2018-04-20 14:17:13
274.75,2018-04-20 21:17:27,2018-04-20 14:17:27
274.32,2018-04-20 21:17:29,2018-04-20 14:17:29
277.47,2018-04-20 21:17:30,2018-04-20 14:17:30
277.86,2018-04-20 21:17:33,2018-04-20 14:17:33
283.01,2018-04-20 21:17:35,2018-04-20 14:17:35
282.52,2018-04-20 21:17:38,2018-04-20 14:17:38
288.93,2018-04-20 21:17:42,2018-04-20 14:17:42
288.33,2018-04-20 21:17:45,2018-04-20 14:17:45
292.6,2018-04-20 21:17:46,2018-04-20 14:17:46
297.24,2018-04-20 21:17:53,2018-04-20 14:17:53
300.58,2018-04-20 21:17:55,2018-04-20 14:17:55
300.85,2018-04-20 21:17:57,2018-04-20 14:17:57
306.24,2018-04-20 21:18:00,2018-04-20 14:18:00
319.31,2018-04-20 21:18:16,2018-04-20 14:18:16
324.7,2018-04-20 21:18:19,2018-04-20 14:18:19
324.41,2018-04-20 21:18:22,2018-04-20 14:18:22
329.17,2018-04-20 21:18:24,2018-04-20 14:18:24
332.22,2018-04-20 21:18:29,2018-04-20 14:18:29
336.03,2018-04-20 21:18:31,2018-04-20 14:18:31
338.67,2018-04-20 21:18:37,2018-04-20 14:18:37
343.16,2018-04-20 21:18:40,2018-04-20 14:18:40
344.05,2018-04-20 21:18:43,2018-04-20 14:18:43
349.49,2018-04-20 21:18:46,2018-04-20 14:18:46
351.38,2018-04-20 21:18:52,2018-04-20 14:18:52
357.39,2018-04-20 21:18:56,2018-04-20 14:18:56
357.17,2018-04-20 21:18:59,2018-04-20 14:18:59
361.56,2018-04-20 21:19:00,2018-04-20 14:19:00
363.99,2018-04-20 21:19:05,2018-04-20 14:19:05
367.86,2018-04-20 21:19:06,2018-04-20 14:19:06
371.61,2018-04-20 21:19:13,2018-04-20 14:19:13
376.65,2018-04-20 21:19:16,2018-04-20 14:19:16
377.98,2018-04-20 21:19:20,2018-04-20 14:19:20
383.7,2018-04-20 21:19:23,2018-04-20 14:19:23
385.39,2018-04-20 21:19:27,2018-04-20 14:19:27
389.16,2018-04-20 21:19:28,2018-04-20 14:19:28
397.15,2018-04-20 21:19:41,2018-04-20 14:19:41
401.46,2018-04-20 21:19:45,2018-04-20 14:19:45
401.11,2018-04-20 21:19:49,2018-04-20 14:19:49
395.83,2018-04-20 21:19:52,2018-04-20 14:19:52
388.09,2018-04-20 21:19:54,2018-04-20 14:19:54
387.17,2018-04-20 21:19:56,2018-04-20 14:19:56
381.19,2018-04-20 21:19:58,2018-04-20 14:19:58
380.14,2018-04-20 21:19:59,2018-04-20 14:19:59
377.85,2018-04-20 21:20:00,2018-04-20 14:20:00
373.07,2018-04-20 21:20:06,2018-04-20 14:20:06
384.22,2018-04-20 21:20:18,2018-04-20 14:20:18
383.86,2018-04-20 21:20:20,2018-04-20 14:20:20
388.74,2018-04-20 21:20:22,2018-04-20 14:20:22
389.29,2018-04-20 21:20:25,2018-04-20 14:20:25
393.64,2018-04-20 21:20:27,2018-04-20 14:20:27
396.71,2018-04-20 21:20:35,2018-04-20 14:20:35
401.71,2018-04-20 21:20:38,2018-04-20 14:20:38
402.09,2018-04-20 21:20:42,2018-04-20 14:20:42
409.78,2018-04-20 21:20:49,2018-04-20 14:20:49
409.42,2018-04-20 21:20:52,2018-04-20 14:20:52
413.64,2018-04-20 21:20:55,2018-04-20 14:20:55
413.7,2018-04-20 21:20:57,2018-04-20 14:20:57
416.53,2018-04-20 21:20:59,2018-04-20 14:20:59
423.83,2018-04-20 21:21:22,2018-04-20 14:21:22
422.29,2018-04-20 21:23:11,2018-04-20 14:23:11
413.23,2018-04-20 21:23:14,2018-04-20 14:23:14
394.93,2018-04-20 21:23:17,2018-04-20 14:23:17
364.22,2018-04-20 21:23:21,2018-04-20 14:23:21
363.98,2018-04-20 21:23:22,2018-04-20 14:23:22
343.51,2018-04-20 21:23:23,2018-04-20 14:23:23
343.51,2018-04-20 21:23:24,2018-04-20 14:23:24
320.27,2018-04-20 21:23:26,2018-04-20 14:23:26
320.85,2018-04-20 21:23:27,2018-04-20 14:23:27
295.89,2018-04-20 21:23:28,2018-04-20 14:23:28
296.27,2018-04-20 21:23:33,2018-04-20 14:23:33
290.81,2018-04-20 21:23:34,2018-04-20 14:23:34
294.31,2018-04-20 21:23:36,2018-04-20 14:23:36
297.91,2018-04-20 21:23:37,2018-04-20 14:23:37
308.86,2018-04-20 21:23:52,2018-04-20 14:23:52
311.78,2018-04-20 21:23:55,2018-04-20 14:23:55
315.98,2018-04-20 21:23:57,2018-04-20 14:23:57
316.95,2018-04-20 21:24:02,2018-04-20 14:24:02
322.88,2018-04-20 21:24:05,2018-04-20 14:24:05
314.63,2018-04-20 21:24:14,2018-04-20 14:24:14
311.06,2018-04-20 21:24:16,2018-04-20 14:24:16
312.97,2018-04-20 21:24:23,2018-04-20 14:24:23
316.87,2018-04-20 21:24:25,2018-04-20 14:24:25
317.22,2018-04-20 21:24:27,2018-04-20 14:24:27
321.04,2018-04-20 21:24:31,2018-04-20 14:24:31
325.72,2018-04-20 21:24:49,2018-04-20 14:24:49
331.32,2018-04-20 21:24:53,2018-04-20 14:24:53
330.83,2018-04-20 21:24:56,2018-04-20 14:24:56
334.65,2018-04-20 21:24:57,2018-04-20 14:24:57
335.98,2018-04-20 21:24:59,2018-04-20 14:24:59
337.94,2018-04-20 21:25:00,2018-04-20 14:25:00
338.44,2018-04-20 21:25:03,2018-04-20 14:25:03
342.42,2018-04-20 21:25:04,2018-04-20 14:25:04
343.24,2018-04-20 21:25:07,2018-04-20 14:25:07
346.59,2018-04-20 21:25:09,2018-04-20 14:25:09
346.87,2018-04-20 21:25:12,2018-04-20 14:25:12
350.57,2018-04-20 21:25:14,2018-04-20 14:25:14
350.64,2018-04-20 21:25:18,2018-04-20 14:25:18
355.89,2018-04-20 21:25:22,2018-04-20 14:25:22
362.58,2018-04-20 21:25:36,2018-04-20 14:25:36
367.1,2018-04-20 21:25:37,2018-04-20 14:25:37
369.01,2018-04-20 21:25:41,2018-04-20 14:25:41
373.62,2018-04-20 21:25:43,2018-04-20 14:25:43
370.29,2018-04-20 21:25:51,2018-04-20 14:25:51
363.1,2018-04-20 21:25:52,2018-04-20 14:25:52
363.1,2018-04-20 21:25:53,2018-04-20 14:25:53
356.23,2018-04-20 21:25:54,2018-04-20 14:25:54
349.31,2018-04-20 21:25:56,2018-04-20 14:25:56
349.31,2018-04-20 21:25:58,2018-04-20 14:25:58
340.96,2018-04-20 21:25:59,2018-04-20 14:25:59
333.6,2018-04-20 21:26:03,2018-04-20 14:26:03
329.75,2018-04-20 21:26:04,2018-04-20 14:26:04
329.93,2018-04-20 21:26:14,2018-04-20 14:26:14
333.37,2018-04-20 21:26:16,2018-04-20 14:26:16
329.39,2018-04-20 21:26:17,2018-04-20 14:26:17
328.03,2018-04-20 21:26:19,2018-04-20 14:26:19
315.38,2018-04-20 21:26:23,2018-04-20 14:26:23
315.37,2018-04-20 21:26:24,2018-04-20 14:26:24
307.7,2018-04-20 21:26:26,2018-04-20 14:26:26
298.97,2018-04-20 21:26:27,2018-04-20 14:26:27
298.97,2018-04-20 21:26:28,2018-04-20 14:26:28
294.2,2018-04-20 21:26:29,2018-04-20 14:26:29
294.2,2018-04-20 21:26:30,2018-04-20 14:26:30
289.72,2018-04-20 21:26:31,2018-04-20 14:26:31
285.31,2018-04-20 21:26:38,2018-04-20 14:26:38
295.47,2018-04-20 21:26:48,2018-04-20 14:26:48
297.24,2018-04-20 21:26:54,2018-04-20 14:26:54
300.79,2018-04-20 21:26:57,2018-04-20 14:26:57
300.88,2018-04-20 21:27:08,2018-04-20 14:27:08
304.64,2018-04-20 21:27:13,2018-04-20 14:27:13
303.84,2018-04-20 21:27:16,2018-04-20 14:27:16
309.67,2018-04-20 21:27:21,2018-04-20 14:27:21
309.1,2018-04-20 21:27:22,2018-04-20 14:27:22
312.51,2018-04-20 21:27:23,2018-04-20 14:27:23
313.34,2018-04-20 21:27:27,2018-04-20 14:27:27
319.41,2018-04-20 21:27:28,2018-04-20 14:27:28
321.42,2018-04-20 21:27:34,2018-04-20 14:27:34
325.81,2018-04-20 21:27:36,2018-04-20 14:27:36
327.5,2018-04-20 21:27:40,2018-04-20 14:27:40
330.92,2018-04-20 21:27:41,2018-04-20 14:27:41
335.12,2018-04-20 21:27:48,2018-04-20 14:27:48
340.49,2018-04-20 21:27:51,2018-04-20 14:27:51
340.31,2018-04-20 21:27:54,2018-04-20 14:27:54
343.84,2018-04-20 21:27:55,2018-04-20 14:27:55
344.29,2018-04-20 21:27:58,2018-04-20 14:27:58
350.76,2018-04-20 21:28:02,2018-04-20 14:28:02
354.82,2018-04-20 21:28:09,2018-04-20 14:28:09
358.02,2018-04-20 21:28:11,2018-04-20 14:28:11
355.08,2018-04-20 21:28:15,2018-04-20 14:28:15
357.99,2018-04-20 21:28:16,2018-04-20 14:28:16
359.51,2018-04-20 21:28:26,2018-04-20 14:28:26
358.52,2018-04-20 21:28:30,2018-04-20 14:28:30
369.02,2018-04-20 21:28:42,2018-04-20 14:28:42
368.22,2018-04-20 21:28:43,2018-04-20 14:28:43
372.47,2018-04-20 21:28:44,2018-04-20 14:28:44
371.89,2018-04-20 21:28:51,2018-04-20 14:28:51
362.33,2018-04-20 21:28:53,2018-04-20 14:28:53
362.99,2018-04-20 21:28:54,2018-04-20 14:28:54
350.79,2018-04-20 21:28:56,2018-04-20 14:28:56
346.91,2018-04-20 21:28:57,2018-04-20 14:28:57
346.91,2018-04-20 21:28:58,2018-04-20 14:28:58
336.45,2018-04-20 21:28:59,2018-04-20 14:28:59
321.11,2018-04-20 21:29:02,2018-04-20 14:29:02
321.11,2018-04-20 21:29:03,2018-04-20 14:29:03
310.78,2018-04-20 21:29:04,2018-04-20 14:29:04
305.59,2018-04-20 21:29:05,2018-04-20 14:29:05
305.59,2018-04-20 21:29:06,2018-04-20 14:29:06
294.8,2018-04-20 21:29:07,2018-04-20 14:29:07
294.8,2018-04-20 21:29:08,2018-04-20 14:29:08
284.06,2018-04-20 21:29:09,2018-04-20 14:29:09
284.06,2018-04-20 21:29:10,2018-04-20 14:29:10
273.36,2018-04-20 21:29:11,2018-04-20 14:29:11
273.36,2018-04-20 21:29:12,2018-04-20 14:29:12
263.08,2018-04-20 21:29:13,2018-04-20 14:29:13
263.08,2018-04-20 21:29:14,2018-04-20 14:29:14
253.85,2018-04-20 21:29:16,2018-04-20 14:29:16
245.61,2018-04-20 21:29:17,2018-04-20 14:29:17
245.61,2018-04-20 21:29:18,2018-04-20 14:29:18
238.91,2018-04-20 21:29:19,2018-04-20 14:29:19
228.1,2018-04-20 21:29:23,2018-04-20 14:29:23
228.22,2018-04-20 21:29:24,2018-04-20 14:29:24
222.4,2018-04-20 21:29:26,2018-04-20 14:29:26
218.13,2018-04-20 21:29:31,2018-04-20 14:29:31
213.89,2018-04-20 21:29:32,2018-04-20 14:29:32
214.48,2018-04-20 21:29:34,2018-04-20 14:29:34
208.79,2018-04-20 21:29:37,2018-04-20 14:29:37
208.28,2018-04-20 21:29:38,2018-04-20 14:29:38
203.78,2018-04-20 21:29:39,2018-04-20 14:29:39
203.78,2018-04-20 21:29:40,2018-04-20 14:29:40
198.39,2018-04-20 21:29:41,2018-04-20 14:29:41
198.39,2018-04-20 21:29:43,2018-04-20 14:29:43
203.1,2018-04-20 21:29:44,2018-04-20 14:29:44
197.26,2018-04-20 21:29:46,2018-04-20 14:29:46
198.88,2018-04-20 21:29:59,2018-04-20 14:29:59
198.49,2018-04-20 21:30:00,2018-04-20 14:30:00
203.49,2018-04-20 21:30:26,2018-04-20 14:30:26
208.04,2018-04-20 21:30:36,2018-04-20 14:30:36
209.29,2018-04-20 21:30:45,2018-04-20 14:30:45
217.38,2018-04-20 21:30:59,2018-04-20 14:30:59
213.25,2018-04-20 21:31:09,2018-04-20 14:31:09
209.51,2018-04-20 21:31:15,2018-04-20 14:31:15
212.22,2018-04-20 21:31:36,2018-04-20 14:31:36
222.66,2018-04-20 21:31:49,2018-04-20 14:31:49
222.33,2018-04-20 21:31:50,2018-04-20 14:31:50
228.13,2018-04-20 21:31:53,2018-04-20 14:31:53
228.33,2018-04-20 21:31:59,2018-04-20 14:31:59
234.99,2018-04-20 21:32:01,2018-04-20 14:32:01
235.56,2018-04-20 21:32:04,2018-04-20 14:32:04
242.08,2018-04-20 21:32:08,2018-04-20 14:32:08
243.36,2018-04-20 21:32:12,2018-04-20 14:32:12
246.95,2018-04-20 21:32:13,2018-04-20 14:32:13
252.04,2018-04-20 21:32:22,2018-04-20 14:32:22
255.04,2018-04-20 21:32:23,2018-04-20 14:32:23
263.03,2018-04-20 21:32:36,2018-04-20 14:32:36
268.14,2018-04-20 21:32:39,2018-04-20 14:32:39
269.7,2018-04-20 21:32:42,2018-04-20 14:32:42
273.82,2018-04-20 21:32:44,2018-04-20 14:32:44
276.86,2018-04-20 21:32:50,2018-04-20 14:32:50
272.41,2018-04-20 21:32:58,2018-04-20 14:32:58
274.11,2018-04-20 21:33:02,2018-04-20 14:33:02
280.18,2018-04-20 21:33:04,2018-04-20 14:33:04
282.61,2018-04-20 21:33:10,2018-04-20 14:33:10
287.81,2018-04-20 21:33:13,2018-04-20 14:33:13
288.37,2018-04-20 21:33:16,2018-04-20 14:33:16
292.45,2018-04-20 21:33:18,2018-04-20 14:33:18
293,2018-04-20 21:33:21,2018-04-20 14:33:21
297.96,2018-04-20 21:33:24,2018-04-20 14:33:24
298.54,2018-04-20 21:33:28,2018-04-20 14:33:28
303.16,2018-04-20 21:33:30,2018-04-20 14:33:30
303.34,2018-04-20 21:33:34,2018-04-20 14:33:34
307.04,2018-04-20 21:33:35,2018-04-20 14:33:35
309.64,2018-04-20 21:33:39,2018-04-20 14:33:39
315.13,2018-04-20 21:33:44,2018-04-20 14:33:44
314.88,2018-04-20 21:33:46,2018-04-20 14:33:46
319.1,2018-04-20 21:33:48,2018-04-20 14:33:48
318.65,2018-04-20 21:33:50,2018-04-20 14:33:50
321.59,2018-04-20 21:33:52,2018-04-20 14:33:52
317.52,2018-04-20 21:34:02,2018-04-20 14:34:02
314.46,2018-04-20 21:34:07,2018-04-20 14:34:07
333.75,2018-04-20 21:34:29,2018-04-20 14:34:29
325.3,2018-04-20 21:34:36,2018-04-20 14:34:36
322.25,2018-04-20 21:34:37,2018-04-20 14:34:37
322.25,2018-04-20 21:34:38,2018-04-20 14:34:38
314.52,2018-04-20 21:34:40,2018-04-20 14:34:40
314.94,2018-04-20 21:34:41,2018-04-20 14:34:41
306.69,2018-04-20 21:34:43,2018-04-20 14:34:43
306.9,2018-04-20 21:34:45,2018-04-20 14:34:45
298.86,2018-04-20 21:34:46,2018-04-20 14:34:46
294.92,2018-04-20 21:34:47,2018-04-20 14:34:47
287.14,2018-04-20 21:34:48,2018-04-20 14:34:48
287.14,2018-04-20 21:34:50,2018-04-20 14:34:50
280.19,2018-04-20 21:34:51,2018-04-20 14:34:51
273.63,2018-04-20 21:34:53,2018-04-20 14:34:53
265.23,2018-04-20 21:34:59,2018-04-20 14:34:59
265.23,2018-04-20 21:35:00,2018-04-20 14:35:00
237.87,2018-04-20 21:35:27,2018-04-20 14:35:27
237.85,2018-04-20 21:35:30,2018-04-20 14:35:30
228.29,2018-04-20 21:35:44,2018-04-20 14:35:44
221.45,2018-04-20 21:35:46,2018-04-20 14:35:46
219.8,2018-04-20 21:35:50,2018-04-20 14:35:50
213.44,2018-04-20 21:35:51,2018-04-20 14:35:51
207.57,2018-04-20 21:35:53,2018-04-20 14:35:53
209.77,2018-04-20 21:35:57,2018-04-20 14:35:57
203.61,2018-04-20 21:36:00,2018-04-20 14:36:00
204.48,2018-04-20 21:36:02,2018-04-20 14:36:02
207.57,2018-04-20 21:36:03,2018-04-20 14:36:03
209.58,2018-04-20 21:36:13,2018-04-20 14:36:13
212.98,2018-04-20 21:36:15,2018-04-20 14:36:15
219.48,2018-04-20 21:36:35,2018-04-20 14:36:35
212.97,2018-04-20 21:36:47,2018-04-20 14:36:47
207.09,2018-04-20 21:36:52,2018-04-20 14:36:52
