"PV.power_kW","GMT.Date","Date"
0,2018-04-17 07:00:00,2018-04-17 00:00:00
0,2018-04-17 07:04:59,2018-04-17 00:04:59
0,2018-04-17 07:05:00,2018-04-17 00:05:00
0,2018-04-17 07:09:59,2018-04-17 00:09:59
0,2018-04-17 07:10:00,2018-04-17 00:10:00
0,2018-04-17 07:14:59,2018-04-17 00:14:59
0,2018-04-17 07:15:00,2018-04-17 00:15:00
0,2018-04-17 07:19:59,2018-04-17 00:19:59
0,2018-04-17 07:20:00,2018-04-17 00:20:00
0,2018-04-17 07:24:59,2018-04-17 00:24:59
0,2018-04-17 07:25:00,2018-04-17 00:25:00
0,2018-04-17 07:29:59,2018-04-17 00:29:59
0,2018-04-17 07:30:00,2018-04-17 00:30:00
0,2018-04-17 07:34:59,2018-04-17 00:34:59
0,2018-04-17 07:35:00,2018-04-17 00:35:00
0,2018-04-17 07:39:59,2018-04-17 00:39:59
0,2018-04-17 07:40:00,2018-04-17 00:40:00
0,2018-04-17 07:44:59,2018-04-17 00:44:59
0,2018-04-17 07:45:00,2018-04-17 00:45:00
0,2018-04-17 07:49:59,2018-04-17 00:49:59
0,2018-04-17 07:50:00,2018-04-17 00:50:00
0,2018-04-17 07:54:59,2018-04-17 00:54:59
0,2018-04-17 07:55:00,2018-04-17 00:55:00
0,2018-04-17 07:59:59,2018-04-17 00:59:59
0,2018-04-17 08:00:00,2018-04-17 01:00:00
0,2018-04-17 08:04:59,2018-04-17 01:04:59
0,2018-04-17 08:05:00,2018-04-17 01:05:00
0,2018-04-17 08:09:59,2018-04-17 01:09:59
0,2018-04-17 08:10:00,2018-04-17 01:10:00
0,2018-04-17 08:14:59,2018-04-17 01:14:59
0,2018-04-17 08:15:00,2018-04-17 01:15:00
0,2018-04-17 08:19:59,2018-04-17 01:19:59
0,2018-04-17 08:20:00,2018-04-17 01:20:00
0,2018-04-17 08:24:59,2018-04-17 01:24:59
0,2018-04-17 08:25:00,2018-04-17 01:25:00
0,2018-04-17 08:29:59,2018-04-17 01:29:59
0,2018-04-17 08:30:00,2018-04-17 01:30:00
0,2018-04-17 08:34:59,2018-04-17 01:34:59
0,2018-04-17 08:35:00,2018-04-17 01:35:00
0,2018-04-17 08:39:59,2018-04-17 01:39:59
0,2018-04-17 08:40:00,2018-04-17 01:40:00
0,2018-04-17 08:44:59,2018-04-17 01:44:59
0,2018-04-17 08:45:00,2018-04-17 01:45:00
0,2018-04-17 08:49:59,2018-04-17 01:49:59
0,2018-04-17 08:50:00,2018-04-17 01:50:00
0,2018-04-17 08:54:59,2018-04-17 01:54:59
0,2018-04-17 08:55:00,2018-04-17 01:55:00
0,2018-04-17 08:59:59,2018-04-17 01:59:59
0,2018-04-17 09:00:00,2018-04-17 02:00:00
0,2018-04-17 09:04:59,2018-04-17 02:04:59
0,2018-04-17 09:05:00,2018-04-17 02:05:00
0,2018-04-17 09:09:59,2018-04-17 02:09:59
0,2018-04-17 09:10:00,2018-04-17 02:10:00
0,2018-04-17 09:14:59,2018-04-17 02:14:59
0,2018-04-17 09:15:00,2018-04-17 02:15:00
0,2018-04-17 09:19:59,2018-04-17 02:19:59
0,2018-04-17 09:20:00,2018-04-17 02:20:00
0,2018-04-17 09:24:59,2018-04-17 02:24:59
0,2018-04-17 09:25:00,2018-04-17 02:25:00
0,2018-04-17 09:29:59,2018-04-17 02:29:59
0,2018-04-17 09:30:00,2018-04-17 02:30:00
0,2018-04-17 09:34:59,2018-04-17 02:34:59
0,2018-04-17 09:35:00,2018-04-17 02:35:00
0,2018-04-17 09:39:59,2018-04-17 02:39:59
0,2018-04-17 09:40:00,2018-04-17 02:40:00
0,2018-04-17 09:44:59,2018-04-17 02:44:59
0,2018-04-17 09:45:00,2018-04-17 02:45:00
0,2018-04-17 09:49:59,2018-04-17 02:49:59
0,2018-04-17 09:50:00,2018-04-17 02:50:00
0,2018-04-17 09:54:59,2018-04-17 02:54:59
0,2018-04-17 09:55:00,2018-04-17 02:55:00
0,2018-04-17 09:59:59,2018-04-17 02:59:59
0,2018-04-17 10:00:00,2018-04-17 03:00:00
0,2018-04-17 10:04:59,2018-04-17 03:04:59
0,2018-04-17 10:05:00,2018-04-17 03:05:00
0,2018-04-17 10:09:59,2018-04-17 03:09:59
0,2018-04-17 10:10:00,2018-04-17 03:10:00
0,2018-04-17 10:14:59,2018-04-17 03:14:59
0,2018-04-17 10:15:00,2018-04-17 03:15:00
0,2018-04-17 10:19:59,2018-04-17 03:19:59
0,2018-04-17 10:20:00,2018-04-17 03:20:00
0,2018-04-17 10:24:59,2018-04-17 03:24:59
0,2018-04-17 10:25:00,2018-04-17 03:25:00
0,2018-04-17 10:29:59,2018-04-17 03:29:59
0,2018-04-17 10:30:00,2018-04-17 03:30:00
0,2018-04-17 10:31:34,2018-04-17 03:31:34
0,2018-04-17 10:34:59,2018-04-17 03:34:59
0,2018-04-17 10:35:00,2018-04-17 03:35:00
0,2018-04-17 10:39:59,2018-04-17 03:39:59
0,2018-04-17 10:40:00,2018-04-17 03:40:00
0,2018-04-17 10:44:59,2018-04-17 03:44:59
0,2018-04-17 10:45:00,2018-04-17 03:45:00
0,2018-04-17 10:49:59,2018-04-17 03:49:59
0,2018-04-17 10:50:00,2018-04-17 03:50:00
0,2018-04-17 10:54:59,2018-04-17 03:54:59
0,2018-04-17 10:55:00,2018-04-17 03:55:00
0,2018-04-17 10:59:59,2018-04-17 03:59:59
0,2018-04-17 11:00:00,2018-04-17 04:00:00
0,2018-04-17 11:04:59,2018-04-17 04:04:59
0,2018-04-17 11:05:00,2018-04-17 04:05:00
0,2018-04-17 11:09:59,2018-04-17 04:09:59
0,2018-04-17 11:10:00,2018-04-17 04:10:00
0,2018-04-17 11:14:59,2018-04-17 04:14:59
0,2018-04-17 11:15:00,2018-04-17 04:15:00
0,2018-04-17 11:19:59,2018-04-17 04:19:59
0,2018-04-17 11:20:00,2018-04-17 04:20:00
0,2018-04-17 11:24:59,2018-04-17 04:24:59
0,2018-04-17 11:25:00,2018-04-17 04:25:00
0,2018-04-17 11:29:59,2018-04-17 04:29:59
0,2018-04-17 11:30:00,2018-04-17 04:30:00
0,2018-04-17 11:34:59,2018-04-17 04:34:59
0,2018-04-17 11:35:00,2018-04-17 04:35:00
0,2018-04-17 11:39:59,2018-04-17 04:39:59
0,2018-04-17 11:40:00,2018-04-17 04:40:00
0,2018-04-17 11:44:59,2018-04-17 04:44:59
0,2018-04-17 11:45:00,2018-04-17 04:45:00
0,2018-04-17 11:49:59,2018-04-17 04:49:59
0,2018-04-17 11:50:00,2018-04-17 04:50:00
0,2018-04-17 11:54:59,2018-04-17 04:54:59
0,2018-04-17 11:55:00,2018-04-17 04:55:00
0,2018-04-17 11:59:59,2018-04-17 04:59:59
0,2018-04-17 12:00:00,2018-04-17 05:00:00
0,2018-04-17 12:04:59,2018-04-17 05:04:59
0,2018-04-17 12:05:00,2018-04-17 05:05:00
0,2018-04-17 12:09:59,2018-04-17 05:09:59
0,2018-04-17 12:10:00,2018-04-17 05:10:00
0,2018-04-17 12:14:59,2018-04-17 05:14:59
0,2018-04-17 12:15:00,2018-04-17 05:15:00
0,2018-04-17 12:19:59,2018-04-17 05:19:59
0,2018-04-17 12:20:00,2018-04-17 05:20:00
0,2018-04-17 12:24:59,2018-04-17 05:24:59
0,2018-04-17 12:25:00,2018-04-17 05:25:00
0,2018-04-17 12:29:59,2018-04-17 05:29:59
0,2018-04-17 12:30:00,2018-04-17 05:30:00
0,2018-04-17 12:34:59,2018-04-17 05:34:59
0,2018-04-17 12:35:00,2018-04-17 05:35:00
0,2018-04-17 12:39:59,2018-04-17 05:39:59
0,2018-04-17 12:40:00,2018-04-17 05:40:00
0,2018-04-17 12:44:59,2018-04-17 05:44:59
0,2018-04-17 12:45:00,2018-04-17 05:45:00
0,2018-04-17 12:49:59,2018-04-17 05:49:59
0,2018-04-17 12:50:00,2018-04-17 05:50:00
0,2018-04-17 12:54:59,2018-04-17 05:54:59
0,2018-04-17 12:55:00,2018-04-17 05:55:00
0,2018-04-17 12:59:59,2018-04-17 05:59:59
0,2018-04-17 13:00:00,2018-04-17 06:00:00
0,2018-04-17 13:04:59,2018-04-17 06:04:59
0,2018-04-17 13:05:00,2018-04-17 06:05:00
0,2018-04-17 13:09:59,2018-04-17 06:09:59
0,2018-04-17 13:10:00,2018-04-17 06:10:00
0,2018-04-17 13:14:59,2018-04-17 06:14:59
0,2018-04-17 13:15:00,2018-04-17 06:15:00
0,2018-04-17 13:19:59,2018-04-17 06:19:59
0,2018-04-17 13:20:00,2018-04-17 06:20:00
0,2018-04-17 13:24:59,2018-04-17 06:24:59
0,2018-04-17 13:25:00,2018-04-17 06:25:00
0,2018-04-17 13:29:59,2018-04-17 06:29:59
0,2018-04-17 13:30:00,2018-04-17 06:30:00
0,2018-04-17 13:34:59,2018-04-17 06:34:59
0,2018-04-17 13:35:00,2018-04-17 06:35:00
1.6536,2018-04-17 13:39:59,2018-04-17 06:39:59
1.6581,2018-04-17 13:40:00,2018-04-17 06:40:00
3.075,2018-04-17 13:44:59,2018-04-17 06:44:59
3.075,2018-04-17 13:45:00,2018-04-17 06:45:00
4.4363,2018-04-17 13:49:59,2018-04-17 06:49:59
4.4442,2018-04-17 13:50:00,2018-04-17 06:50:00
5.8032,2018-04-17 13:54:59,2018-04-17 06:54:59
5.8232,2018-04-17 13:55:00,2018-04-17 06:55:00
7.2819,2018-04-17 13:59:59,2018-04-17 06:59:59
7.3143,2018-04-17 14:00:00,2018-04-17 07:00:00
8.6423,2018-04-17 14:04:59,2018-04-17 07:04:59
8.6479,2018-04-17 14:05:00,2018-04-17 07:05:00
10.042,2018-04-17 14:09:59,2018-04-17 07:09:59
10.043,2018-04-17 14:10:00,2018-04-17 07:10:00
12.309,2018-04-17 14:14:59,2018-04-17 07:14:59
12.674,2018-04-17 14:15:00,2018-04-17 07:15:00
17.323,2018-04-17 14:19:59,2018-04-17 07:19:59
17.53,2018-04-17 14:20:00,2018-04-17 07:20:00
23.536,2018-04-17 14:24:59,2018-04-17 07:24:59
23.768,2018-04-17 14:25:00,2018-04-17 07:25:00
25.544,2018-04-17 14:27:35,2018-04-17 07:27:35
30.063,2018-04-17 14:29:59,2018-04-17 07:29:59
30.063,2018-04-17 14:30:00,2018-04-17 07:30:00
37.539,2018-04-17 14:34:59,2018-04-17 07:34:59
38.024,2018-04-17 14:35:00,2018-04-17 07:35:00
42.822,2018-04-17 14:38:43,2018-04-17 07:38:43
41.944,2018-04-17 14:38:45,2018-04-17 07:38:45
44.802,2018-04-17 14:39:03,2018-04-17 07:39:03
45.938,2018-04-17 14:39:59,2018-04-17 07:39:59
46.013,2018-04-17 14:40:00,2018-04-17 07:40:00
53.42,2018-04-17 14:44:55,2018-04-17 07:44:55
51.529,2018-04-17 14:44:58,2018-04-17 07:44:58
53.492,2018-04-17 14:44:59,2018-04-17 07:44:59
52.484,2018-04-17 14:45:00,2018-04-17 07:45:00
52.1,2018-04-17 14:45:05,2018-04-17 07:45:05
54.405,2018-04-17 14:45:09,2018-04-17 07:45:09
53.806,2018-04-17 14:45:13,2018-04-17 07:45:13
58.081,2018-04-17 14:46:26,2018-04-17 07:46:26
57.139,2018-04-17 14:48:05,2018-04-17 07:48:05
49.455,2018-04-17 14:48:23,2018-04-17 07:48:23
53.032,2018-04-17 14:48:50,2018-04-17 07:48:50
59.202,2018-04-17 14:49:06,2018-04-17 07:49:06
61.272,2018-04-17 14:49:56,2018-04-17 07:49:56
59.68,2018-04-17 14:49:59,2018-04-17 07:49:59
59.03,2018-04-17 14:50:00,2018-04-17 07:50:00
51.164,2018-04-17 14:50:28,2018-04-17 07:50:28
54.441,2018-04-17 14:50:44,2018-04-17 07:50:44
57.862,2018-04-17 14:50:51,2018-04-17 07:50:51
58.329,2018-04-17 14:51:08,2018-04-17 07:51:08
56.861,2018-04-17 14:51:10,2018-04-17 07:51:10
59.737,2018-04-17 14:51:19,2018-04-17 07:51:19
57.538,2018-04-17 14:51:23,2018-04-17 07:51:23
60.278,2018-04-17 14:51:25,2018-04-17 07:51:25
68.183,2018-04-17 14:52:36,2018-04-17 07:52:36
64.01,2018-04-17 14:54:06,2018-04-17 07:54:06
69.636,2018-04-17 14:54:59,2018-04-17 07:54:59
69.636,2018-04-17 14:55:00,2018-04-17 07:55:00
70.518,2018-04-17 14:55:56,2018-04-17 07:55:56
74.393,2018-04-17 14:56:31,2018-04-17 07:56:31
73.172,2018-04-17 14:56:48,2018-04-17 07:56:48
71.263,2018-04-17 14:56:49,2018-04-17 07:56:49
74.906,2018-04-17 14:56:55,2018-04-17 07:56:55
73.694,2018-04-17 14:57:14,2018-04-17 07:57:14
71.29,2018-04-17 14:57:17,2018-04-17 07:57:17
73.301,2018-04-17 14:57:19,2018-04-17 07:57:19
72.131,2018-04-17 14:57:22,2018-04-17 07:57:22
71.243,2018-04-17 14:57:33,2018-04-17 07:57:33
74.018,2018-04-17 14:57:36,2018-04-17 07:57:36
74.331,2018-04-17 14:57:43,2018-04-17 07:57:43
77.317,2018-04-17 14:57:51,2018-04-17 07:57:51
77.048,2018-04-17 14:59:44,2018-04-17 07:59:44
79.441,2018-04-17 14:59:59,2018-04-17 07:59:59
79.724,2018-04-17 15:00:00,2018-04-17 08:00:00
84.133,2018-04-17 15:01:40,2018-04-17 08:01:40
81.34,2018-04-17 15:01:42,2018-04-17 08:01:42
81.877,2018-04-17 15:01:52,2018-04-17 08:01:52
84.777,2018-04-17 15:02:03,2018-04-17 08:02:03
84.809,2018-04-17 15:02:49,2018-04-17 08:02:49
85.835,2018-04-17 15:03:01,2018-04-17 08:03:01
83.447,2018-04-17 15:03:02,2018-04-17 08:03:02
87.252,2018-04-17 15:03:05,2018-04-17 08:03:05
86.237,2018-04-17 15:03:27,2018-04-17 08:03:27
83.386,2018-04-17 15:03:33,2018-04-17 08:03:33
86.619,2018-04-17 15:03:35,2018-04-17 08:03:35
86.473,2018-04-17 15:03:37,2018-04-17 08:03:37
84.51,2018-04-17 15:03:38,2018-04-17 08:03:38
87.204,2018-04-17 15:03:40,2018-04-17 08:03:40
86.986,2018-04-17 15:03:53,2018-04-17 08:03:53
88.55,2018-04-17 15:04:42,2018-04-17 08:04:42
86.455,2018-04-17 15:04:59,2018-04-17 08:04:59
86.455,2018-04-17 15:05:00,2018-04-17 08:05:00
94.457,2018-04-17 15:07:37,2018-04-17 08:07:37
96.297,2018-04-17 15:07:55,2018-04-17 08:07:55
93.398,2018-04-17 15:07:57,2018-04-17 08:07:57
94.78,2018-04-17 15:07:58,2018-04-17 08:07:58
91.454,2018-04-17 15:08:01,2018-04-17 08:08:01
98.618,2018-04-17 15:08:41,2018-04-17 08:08:41
98.144,2018-04-17 15:09:11,2018-04-17 08:09:11
94.979,2018-04-17 15:09:13,2018-04-17 08:09:13
97.405,2018-04-17 15:09:16,2018-04-17 08:09:16
94.494,2018-04-17 15:09:19,2018-04-17 08:09:19
98.513,2018-04-17 15:09:27,2018-04-17 08:09:27
96.034,2018-04-17 15:09:33,2018-04-17 08:09:33
98.057,2018-04-17 15:09:42,2018-04-17 08:09:42
94.478,2018-04-17 15:09:43,2018-04-17 08:09:43
91.08,2018-04-17 15:09:48,2018-04-17 08:09:48
94.385,2018-04-17 15:09:49,2018-04-17 08:09:49
94.88,2018-04-17 15:09:54,2018-04-17 08:09:54
97.178,2018-04-17 15:09:56,2018-04-17 08:09:56
93.477,2018-04-17 15:09:58,2018-04-17 08:09:58
94.677,2018-04-17 15:09:59,2018-04-17 08:09:59
95.914,2018-04-17 15:10:00,2018-04-17 08:10:00
100.99,2018-04-17 15:10:08,2018-04-17 08:10:08
107.35,2018-04-17 15:13:24,2018-04-17 08:13:24
110.19,2018-04-17 15:14:08,2018-04-17 08:14:08
107.01,2018-04-17 15:14:09,2018-04-17 08:14:09
109.17,2018-04-17 15:14:10,2018-04-17 08:14:10
107.4,2018-04-17 15:14:11,2018-04-17 08:14:11
108.91,2018-04-17 15:14:12,2018-04-17 08:14:12
105.09,2018-04-17 15:14:15,2018-04-17 08:14:15
108.05,2018-04-17 15:14:18,2018-04-17 08:14:18
105.88,2018-04-17 15:14:21,2018-04-17 08:14:21
112.09,2018-04-17 15:14:40,2018-04-17 08:14:40
111.69,2018-04-17 15:14:59,2018-04-17 08:14:59
111.71,2018-04-17 15:15:00,2018-04-17 08:15:00
113.06,2018-04-17 15:15:23,2018-04-17 08:15:23
111.01,2018-04-17 15:15:24,2018-04-17 08:15:24
113.35,2018-04-17 15:15:27,2018-04-17 08:15:27
111.73,2018-04-17 15:15:33,2018-04-17 08:15:33
115.17,2018-04-17 15:15:45,2018-04-17 08:15:45
112.17,2018-04-17 15:15:50,2018-04-17 08:15:50
108.06,2018-04-17 15:15:53,2018-04-17 08:15:53
110.56,2018-04-17 15:15:59,2018-04-17 08:15:59
105.47,2018-04-17 15:16:05,2018-04-17 08:16:05
105.47,2018-04-17 15:16:10,2018-04-17 08:16:10
108.26,2018-04-17 15:16:11,2018-04-17 08:16:11
115.48,2018-04-17 15:16:34,2018-04-17 08:16:34
116.53,2018-04-17 15:17:45,2018-04-17 08:17:45
114.19,2018-04-17 15:17:58,2018-04-17 08:17:58
116.31,2018-04-17 15:18:11,2018-04-17 08:18:11
112.95,2018-04-17 15:18:22,2018-04-17 08:18:22
119.99,2018-04-17 15:18:39,2018-04-17 08:18:39
122.73,2018-04-17 15:19:59,2018-04-17 08:19:59
122.73,2018-04-17 15:20:00,2018-04-17 08:20:00
121.61,2018-04-17 15:20:23,2018-04-17 08:20:23
124.94,2018-04-17 15:20:35,2018-04-17 08:20:35
123.33,2018-04-17 15:20:54,2018-04-17 08:20:54
126.15,2018-04-17 15:21:09,2018-04-17 08:21:09
124.43,2018-04-17 15:21:28,2018-04-17 08:21:28
127.88,2018-04-17 15:21:41,2018-04-17 08:21:41
124.74,2018-04-17 15:21:42,2018-04-17 08:21:42
127.67,2018-04-17 15:22:03,2018-04-17 08:22:03
124.14,2018-04-17 15:22:04,2018-04-17 08:22:04
120.64,2018-04-17 15:22:09,2018-04-17 08:22:09
123.78,2018-04-17 15:22:10,2018-04-17 08:22:10
120.94,2018-04-17 15:22:14,2018-04-17 08:22:14
123.38,2018-04-17 15:22:18,2018-04-17 08:22:18
119.37,2018-04-17 15:22:23,2018-04-17 08:22:23
123.13,2018-04-17 15:22:25,2018-04-17 08:22:25
123.44,2018-04-17 15:23:10,2018-04-17 08:23:10
127.93,2018-04-17 15:23:29,2018-04-17 08:23:29
125.53,2018-04-17 15:24:10,2018-04-17 08:24:10
128.93,2018-04-17 15:24:37,2018-04-17 08:24:37
127.07,2018-04-17 15:24:59,2018-04-17 08:24:59
127.61,2018-04-17 15:25:00,2018-04-17 08:25:00
130.27,2018-04-17 15:25:47,2018-04-17 08:25:47
129.08,2018-04-17 15:26:01,2018-04-17 08:26:01
133.7,2018-04-17 15:26:21,2018-04-17 08:26:21
132.37,2018-04-17 15:26:32,2018-04-17 08:26:32
129.32,2018-04-17 15:26:34,2018-04-17 08:26:34
130.62,2018-04-17 15:26:36,2018-04-17 08:26:36
127.04,2018-04-17 15:26:38,2018-04-17 08:26:38
130.83,2018-04-17 15:26:44,2018-04-17 08:26:44
131.26,2018-04-17 15:26:59,2018-04-17 08:26:59
134.82,2018-04-17 15:27:11,2018-04-17 08:27:11
128.79,2018-04-17 15:27:53,2018-04-17 08:27:53
125.53,2018-04-17 15:27:54,2018-04-17 08:27:54
128.78,2018-04-17 15:28:03,2018-04-17 08:28:03
128.99,2018-04-17 15:28:15,2018-04-17 08:28:15
126.25,2018-04-17 15:28:16,2018-04-17 08:28:16
128.18,2018-04-17 15:28:17,2018-04-17 08:28:17
124.38,2018-04-17 15:28:21,2018-04-17 08:28:21
126.06,2018-04-17 15:28:24,2018-04-17 08:28:24
123.34,2018-04-17 15:28:27,2018-04-17 08:28:27
125.06,2018-04-17 15:28:30,2018-04-17 08:28:30
119.53,2018-04-17 15:28:33,2018-04-17 08:28:33
125.71,2018-04-17 15:28:35,2018-04-17 08:28:35
126.41,2018-04-17 15:28:44,2018-04-17 08:28:44
131.04,2018-04-17 15:28:47,2018-04-17 08:28:47
132.21,2018-04-17 15:28:53,2018-04-17 08:28:53
139.6,2018-04-17 15:29:06,2018-04-17 08:29:06
145.09,2018-04-17 15:29:59,2018-04-17 08:29:59
145.11,2018-04-17 15:30:00,2018-04-17 08:30:00
144.45,2018-04-17 15:31:14,2018-04-17 08:31:14
143,2018-04-17 15:31:28,2018-04-17 08:31:28
145.36,2018-04-17 15:31:38,2018-04-17 08:31:38
141.15,2018-04-17 15:31:46,2018-04-17 08:31:46
148.86,2018-04-17 15:32:26,2018-04-17 08:32:26
148.3,2018-04-17 15:32:46,2018-04-17 08:32:46
145.53,2018-04-17 15:32:51,2018-04-17 08:32:51
149.21,2018-04-17 15:32:53,2018-04-17 08:32:53
147.88,2018-04-17 15:34:05,2018-04-17 08:34:05
145.48,2018-04-17 15:34:06,2018-04-17 08:34:06
149.3,2018-04-17 15:34:27,2018-04-17 08:34:27
145.85,2018-04-17 15:34:30,2018-04-17 08:34:30
149.52,2018-04-17 15:34:31,2018-04-17 08:34:31
146.06,2018-04-17 15:34:32,2018-04-17 08:34:32
148.76,2018-04-17 15:34:35,2018-04-17 08:34:35
144.97,2018-04-17 15:34:36,2018-04-17 08:34:36
143.37,2018-04-17 15:34:39,2018-04-17 08:34:39
146.9,2018-04-17 15:34:40,2018-04-17 08:34:40
146.9,2018-04-17 15:34:41,2018-04-17 08:34:41
143.49,2018-04-17 15:34:42,2018-04-17 08:34:42
143.49,2018-04-17 15:34:44,2018-04-17 08:34:44
140.83,2018-04-17 15:34:45,2018-04-17 08:34:45
144.3,2018-04-17 15:34:46,2018-04-17 08:34:46
148.11,2018-04-17 15:34:50,2018-04-17 08:34:50
145.81,2018-04-17 15:34:51,2018-04-17 08:34:51
150.23,2018-04-17 15:34:54,2018-04-17 08:34:54
150.92,2018-04-17 15:34:59,2018-04-17 08:34:59
150.92,2018-04-17 15:35:00,2018-04-17 08:35:00
152.64,2018-04-17 15:35:28,2018-04-17 08:35:28
151.77,2018-04-17 15:35:45,2018-04-17 08:35:45
158.88,2018-04-17 15:36:33,2018-04-17 08:36:33
160.69,2018-04-17 15:38:24,2018-04-17 08:38:24
164.01,2018-04-17 15:39:01,2018-04-17 08:39:01
159.42,2018-04-17 15:39:03,2018-04-17 08:39:03
162.92,2018-04-17 15:39:12,2018-04-17 08:39:12
163.53,2018-04-17 15:39:28,2018-04-17 08:39:28
166.78,2018-04-17 15:39:36,2018-04-17 08:39:36
166.59,2018-04-17 15:39:59,2018-04-17 08:39:59
166.52,2018-04-17 15:40:00,2018-04-17 08:40:00
166.19,2018-04-17 15:40:24,2018-04-17 08:40:24
163.41,2018-04-17 15:40:26,2018-04-17 08:40:26
165.47,2018-04-17 15:40:27,2018-04-17 08:40:27
162.77,2018-04-17 15:40:29,2018-04-17 08:40:29
165.02,2018-04-17 15:40:38,2018-04-17 08:40:38
161.47,2018-04-17 15:40:39,2018-04-17 08:40:39
163.02,2018-04-17 15:40:40,2018-04-17 08:40:40
160.51,2018-04-17 15:40:42,2018-04-17 08:40:42
166.08,2018-04-17 15:40:46,2018-04-17 08:40:46
163.3,2018-04-17 15:40:50,2018-04-17 08:40:50
165.37,2018-04-17 15:40:53,2018-04-17 08:40:53
161.19,2018-04-17 15:40:54,2018-04-17 08:40:54
161.19,2018-04-17 15:40:56,2018-04-17 08:40:56
157.54,2018-04-17 15:40:57,2018-04-17 08:40:57
163.49,2018-04-17 15:41:00,2018-04-17 08:41:00
160.84,2018-04-17 15:41:03,2018-04-17 08:41:03
162.03,2018-04-17 15:41:05,2018-04-17 08:41:05
162.17,2018-04-17 15:41:11,2018-04-17 08:41:11
170.26,2018-04-17 15:41:38,2018-04-17 08:41:38
171.5,2018-04-17 15:42:39,2018-04-17 08:42:39
176.13,2018-04-17 15:43:46,2018-04-17 08:43:46
175.72,2018-04-17 15:44:27,2018-04-17 08:44:27
178.1,2018-04-17 15:44:59,2018-04-17 08:44:59
177.99,2018-04-17 15:45:00,2018-04-17 08:45:00
178.25,2018-04-17 15:45:14,2018-04-17 08:45:14
175.66,2018-04-17 15:45:16,2018-04-17 08:45:16
177.56,2018-04-17 15:45:18,2018-04-17 08:45:18
173.59,2018-04-17 15:45:20,2018-04-17 08:45:20
176.67,2018-04-17 15:45:24,2018-04-17 08:45:24
181.4,2018-04-17 15:46:04,2018-04-17 08:46:04
180.92,2018-04-17 15:46:29,2018-04-17 08:46:29
178.03,2018-04-17 15:46:31,2018-04-17 08:46:31
181.25,2018-04-17 15:46:40,2018-04-17 08:46:40
177.64,2018-04-17 15:46:49,2018-04-17 08:46:49
178.7,2018-04-17 15:46:53,2018-04-17 08:46:53
174.89,2018-04-17 15:46:54,2018-04-17 08:46:54
176.5,2018-04-17 15:46:56,2018-04-17 08:46:56
174.83,2018-04-17 15:46:57,2018-04-17 08:46:57
177.51,2018-04-17 15:46:59,2018-04-17 08:46:59
174.85,2018-04-17 15:47:02,2018-04-17 08:47:02
178.65,2018-04-17 15:47:05,2018-04-17 08:47:05
175.47,2018-04-17 15:47:08,2018-04-17 08:47:08
172.47,2018-04-17 15:47:09,2018-04-17 08:47:09
174.88,2018-04-17 15:47:11,2018-04-17 08:47:11
175.01,2018-04-17 15:47:17,2018-04-17 08:47:17
178.53,2018-04-17 15:47:19,2018-04-17 08:47:19
185.44,2018-04-17 15:47:55,2018-04-17 08:47:55
188.08,2018-04-17 15:49:59,2018-04-17 08:49:59
188.08,2018-04-17 15:50:00,2018-04-17 08:50:00
190.78,2018-04-17 15:51:27,2018-04-17 08:51:27
189.06,2018-04-17 15:51:29,2018-04-17 08:51:29
191.32,2018-04-17 15:51:30,2018-04-17 08:51:30
188.34,2018-04-17 15:51:33,2018-04-17 08:51:33
194.2,2018-04-17 15:52:35,2018-04-17 08:52:35
193.07,2018-04-17 15:52:48,2018-04-17 08:52:48
190.74,2018-04-17 15:52:50,2018-04-17 08:52:50
194.93,2018-04-17 15:52:54,2018-04-17 08:52:54
192.21,2018-04-17 15:53:05,2018-04-17 08:53:05
189.37,2018-04-17 15:53:06,2018-04-17 08:53:06
194.22,2018-04-17 15:53:07,2018-04-17 08:53:07
189.21,2018-04-17 15:53:10,2018-04-17 08:53:10
189.19,2018-04-17 15:53:12,2018-04-17 08:53:12
186.55,2018-04-17 15:53:15,2018-04-17 08:53:15
190.59,2018-04-17 15:53:16,2018-04-17 08:53:16
187.25,2018-04-17 15:53:20,2018-04-17 08:53:20
184.22,2018-04-17 15:53:21,2018-04-17 08:53:21
186.77,2018-04-17 15:53:24,2018-04-17 08:53:24
182.16,2018-04-17 15:53:26,2018-04-17 08:53:26
183.94,2018-04-17 15:53:28,2018-04-17 08:53:28
187.22,2018-04-17 15:53:29,2018-04-17 08:53:29
196.23,2018-04-17 15:53:54,2018-04-17 08:53:54
198.8,2018-04-17 15:54:59,2018-04-17 08:54:59
198.88,2018-04-17 15:55:00,2018-04-17 08:55:00
204.06,2018-04-17 15:57:39,2018-04-17 08:57:39
202.08,2018-04-17 15:57:41,2018-04-17 08:57:41
204.22,2018-04-17 15:57:44,2018-04-17 08:57:44
202.57,2018-04-17 15:57:52,2018-04-17 08:57:52
205.83,2018-04-17 15:57:56,2018-04-17 08:57:56
206.91,2018-04-17 15:59:00,2018-04-17 08:59:00
204.48,2018-04-17 15:59:01,2018-04-17 08:59:01
206.13,2018-04-17 15:59:02,2018-04-17 08:59:02
203.2,2018-04-17 15:59:04,2018-04-17 08:59:04
204.39,2018-04-17 15:59:13,2018-04-17 08:59:13
202.46,2018-04-17 15:59:15,2018-04-17 08:59:15
